Fault Type,System Fault Date & Time,Notification Date & Time,Root Cause(L-1),Root Cause(L-2),Root Cause(L-3),RestorationSystem Date,Restoration Date,Outage due to,Time to Acknowledge,Time to Resolve
Down-Link-Link,2015-10-16 16:50:24,2015-10-16 15:20:37,,U/G Fiber Cut,U/G Fiber Cut,2015-10-16 18:18:41,2015-10-16 15:27:06,F@H End Problem,-89.78333333333333,-83.3
Down-Link-Link,2015-10-16 13:59:34,2015-10-16 01:17:24,,U/G Fiber Cut,U/G Fiber Cut,2015-10-16 16:31:52,2015-10-16 15:27:06,F@H End Problem,-762.1666666666666,87.53333333333333
Down-Link-Link,2015-10-15 11:53:19,2015-10-15 11:36:57,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2015-10-16 08:46:26,2015-10-15 14:29:00,Client End Problem,-16.366666666666667,155.68333333333334
Down-Link-Link,2015-09-26 16:52:27,2015-09-26 16:53:42,,Client End Problem,Client End Problem (Others),2015-09-27 12:22:13,2015-09-26 18:19:29,Client End Problem,1.25,87.03333333333333
-Link Down-Link Down,2015-09-22 00:11:46,2015-09-21 22:36:17,Passive,OH,Core Break,2015-09-22 08:32:34,2015-09-22 07:55:24,F@H End Problem,-95.48333333333333,463.6333333333333
Down-Link-Link,2015-09-21 20:15:42,2015-09-21 20:16:23,Passive,OH,Core Break,2015-09-22 08:32:47,2015-09-22 07:55:45,F@H End Problem,0.6833333333333333,700.05
Down-Link-Link,2015-09-19 22:00:22,2015-09-19 22:01:29,Passive,Power,F@H Vendor,2015-09-20 09:35:00,2015-09-20 09:36:56,F@H End Problem,1.1166666666666667,696.5666666666667
Down-Link-Link,2015-09-12 14:39:01,2015-09-12 14:39:32,Passive,Faulty,Patch Cord Cut - LDP/BDB,2015-09-13 18:53:12,2015-09-13 17:35:00,F@H End Problem,0.5166666666666667,1615.9833333333333
Down-Link-Link,2015-09-10 05:57:05,2015-09-10 04:20:46,,U/G Fiber Cut,U/G Fiber Cut,2015-09-10 07:40:27,2015-09-10 07:41:29,F@H End Problem,-96.31666666666666,104.4
Down-Link-Link,2015-08-22 12:17:00,2015-08-22 12:16:44,,O/H Fiber Cut,O/H Fiber Cut,2015-08-24 06:36:57,2015-08-23 14:20:32,F@H End Problem,-0.26666666666666666,1563.5333333333333
Down-Link-Link,2015-08-21 09:27:26,2015-08-21 09:26:43,Passive,Faulty,Patch Cord Cut - LDP/BDB,2015-08-21 14:18:14,2015-08-21 14:07:54,F@H End Problem,-0.7166666666666667,280.46666666666664
Down-Link-Link,2015-08-20 21:33:16,2015-08-20 20:56:00,,Client End Problem (Fiber Cut),Client End Problem (Fiber Cut),2015-08-21 02:09:31,2015-08-21 02:09:28,Client End Problem,-37.266666666666666,276.2
Down-Link-Link,2015-08-18 04:45:59,2015-08-18 04:45:35,Passive,OH,Core Break,2015-08-18 07:12:14,2015-08-18 06:28:04,F@H End Problem,-0.4,102.08333333333333
Down-Link-Link,2015-08-17 20:31:14,2015-08-17 20:37:10,,O/H Fiber Cut,O/H Fiber Cut,2015-08-19 01:34:58,2015-08-19 01:34:56,F@H End Problem,5.933333333333334,1743.7
